BeerID,Style,OG,ABV,IBU,Color,BoilTime,BoilGravity,Efficiency,BrewMethod
2291,American Pale Ale,1.05,5.33,37.51,7.39,62,1.122,35.0,extract
2294,American IPA,1.058,6.13,49.52,16.14,60,1.055,75.0,All Grain
2307,American IPA,1.057,5.54,50.05,7.43,60,1.042,70.0,All Grain
2317,American Pale Ale,1.058,5.55,43.53,13.91,60,1.091,75.0,Partial Mash
2322,American IPA,1.075,7.72,76.64,16.06,60,1.055,59.0,BIAB
2338,American IPA,1.0590000000000002,6.51,76.79,6.87,60,1.054,70.0,All Grain
2339,American Pale Ale,1.05,5.36,51.07,6.05,60,1.036,0.0,extract
2347,American IPA,1.061,6.86,86.01,9.23,60,1.102,35.0,extract
2355,American IPA,1.073,7.76,225.54,11.45,90,1.073,75.0,All Grain
2360,American IPA,1.071,7.12,89.71,6.99,45,1.047,70.0,BIAB
2366,American IPA,1.06,6.02,68.35,9.76,60,1.05,65.0,All Grain
2385,American IPA,1.041,4.21,38.75,5.51,60,1.035,70.0,All Grain
2386,American IPA,1.067,6.34,41.1,5.7,60,1.069,35.0,extract
2390,American IPA,1.07,6.83,91.54,7.01,60,1.051,75.0,All Grain
2391,American IPA,1.07,6.45,67.39,10.37,60,1.053,35.0,Partial Mash
2392,American Pale Ale,1.041,4.4,20.37,5.96,60,1.033,35.0,extract
2400,American IPA,1.081,8.82,83.67,8.22,90,1.068,68.0,All Grain
2406,American IPA,1.063,6.64,75.78,7.1,70,1.053,73.0,All Grain
2409,American IPA,1.079,8.27,117.66,8.08,60,1.0590000000000002,75.0,All Grain
2414,American IPA,1.054,5.82,55.56,3.63,60,1.061,80.0,All Grain
2416,American IPA,1.0490000000000002,4.93,143.83,15.85,60,1.03,55.0,BIAB
2418,American IPA,1.07,7.15,155.16,11.13,60,1.042,65.0,All Grain
2427,American IPA,1.065,6.74,182.26,18.43,60,1.048,67.0,All Grain
2429,American Pale Ale,1.053,5.31,37.58,7.86,60,1.0979999999999999,35.0,extract
2436,American IPA,1.063,6.5,81.4,4.33,90,1.046,70.0,All Grain
2440,American Pale Ale,1.081,8.46,33.06,12.82,90,1.0490000000000002,80.0,All Grain
2444,American Pale Ale,1.044,4.43,36.42,5.22,60,1.036,70.0,All Grain
2448,American IPA,1.068,6.7,62.82,6.2,60,1.0490000000000002,70.0,All Grain
2462,American IPA,1.061,5.77,62.05,9.44,60,1.051,35.0,extract
2471,American IPA,1.07,7.51,155.26,6.33,60,1.056,70.0,All Grain
2477,American IPA,1.054,5.96,44.45,4.08,60,1.043,70.0,All Grain
2485,American IPA,1.064,6.37,61.16,8.54,75,1.045,70.0,All Grain
2500,American IPA,1.0659999999999998,6.66,82.13,10.83,70,1.06,45.0,extract
2513,American IPA,1.0590000000000002,5.72,96.02,6.87,60,1.1079999999999999,35.0,extract
2519,American IPA,1.06,6.4,63.08,10.77,90,1.04,58.0,BIAB
2524,American IPA,1.0590000000000002,6.22,55.62,5.91,30,1.05,35.0,extract
2527,American IPA,1.062,6.56,70.03,8.86,60,1.045,60.0,All Grain
2534,American IPA,1.065,6.45,52.62,8.64,90,1.052,65.0,All Grain
2537,American Pale Ale,1.053,5.06,58.65,4.46,60,1.032,70.0,BIAB
2539,American IPA,1.031,2.86,49.87,8.76,90,1.0190000000000001,35.0,BIAB
2540,American IPA,1.0590000000000002,5.58,112.88,9.14,60,1.0490000000000002,50.0,BIAB
2547,American Pale Ale,1.054,4.91,33.64,10.49,90,1.036,55.0,All Grain
2550,American Pale Ale,1.06,5.94,42.22,7.82,60,1.05,70.0,All Grain
2553,American IPA,1.065,6.64,73.87,5.2,60,1.044,65.0,All Grain
2554,American IPA,1.06,6.23,70.78,5.8,60,1.051,73.0,BIAB
2555,American IPA,1.063,6.43,56.46,5.53,80,1.046,70.0,All Grain
2567,American IPA,1.047,4.4,45.88,10.88,60,1.036,75.0,All Grain
2569,American IPA,1.065,6.3,79.9,14.63,75,1.047,75.0,All Grain
2583,American IPA,1.068,6.42,169.09,6.98,60,1.025,70.0,extract
2591,American Pale Ale,1.047,4.86,32.62,4.74,80,1.032,63.0,All Grain
2593,American IPA,1.069,7.06,133.8,5.23,75,1.051,75.0,All Grain
2599,American Pale Ale,1.048,4.8,82.93,7.98,75,1.036,66.0,All Grain
2605,American IPA,1.087,8.43,44.83,8.56,70,1.065,81.0,BIAB
2619,American IPA,1.0659999999999998,7.11,65.96,6.3,60,1.053,80.0,All Grain
2625,American Pale Ale,1.125,13.05,35.15,5.95,90,1.0859999999999999,75.0,All Grain
2635,American Pale Ale,1.053,5.05,34.07,14.4,60,1.041,75.0,All Grain
2644,American IPA,1.058,6.2,41.97,5.99,60,1.0490000000000002,35.0,extract
2646,American Pale Ale,1.047,4.41,43.87,6.4,60,1.0390000000000001,73.0,All Grain
2678,American IPA,1.0590000000000002,5.75,63.74,7.54,60,1.047,70.0,All Grain
2681,American IPA,1.08,8.68,90.88,7.1,60,1.069,75.0,All Grain
2687,American IPA,1.065,6.42,82.03,5.97,60,1.048,75.0,All Grain
2688,American Pale Ale,1.051,5.25,49.38,6.36,60,1.037,75.0,BIAB
2706,American IPA,1.058,5.99,36.49,5.1,60,1.045,68.0,All Grain
2712,American IPA,1.065,6.86,71.72,5.74,90,1.045,80.0,All Grain
2717,American IPA,1.07,7.12,79.66,11.88,70,1.051,75.0,All Grain
2733,American IPA,1.0659999999999998,6.77,86.63,8.15,60,1.052,68.0,All Grain
2734,American Pale Ale,1.037,3.5,33.74,5.7,60,1.034,70.0,All Grain
2745,American Pale Ale,1.051,5.43,37.91,21.17,60,1.0490000000000002,70.0,All Grain
2748,American IPA,1.063,6.59,82.76,16.11,60,1.058,75.0,BIAB
2755,American IPA,1.075,7.57,100.59,10.09,60,1.063,73.0,All Grain
2756,American IPA,1.071,7.3,273.19,7.19,60,1.028,35.0,All Grain
2760,American Pale Ale,1.062,6.24,28.34,10.01,60,1.052,70.0,All Grain
2761,American IPA,1.052,5.5,68.62,6.35,80,1.043,75.0,All Grain
2765,American Pale Ale,1.047,4.8,31.13,5.3,60,1.038,60.0,BIAB
2770,American IPA,1.075,7.93,67.29,5.61,60,1.055,73.0,All Grain
2775,American IPA,1.081,7.98,277.56,11.02,90,1.0590000000000002,68.0,All Grain
2786,American IPA,1.073,7.27,79.32,7.24,90,1.045,70.0,All Grain
2787,American IPA,1.072,7.19,95.93,6.64,60,1.053,70.0,All Grain
2788,American IPA,1.079,7.63,60.49,12.59,60,1.067,74.0,All Grain
2793,American IPA,1.071,7.29,84.94,6.36,60,1.056,65.0,All Grain
2795,American IPA,1.063,5.72,81.88,4.15,60,1.053,70.0,All Grain
2796,American Pale Ale,1.051,5.17,37.55,7.97,60,1.042,67.0,Partial Mash
2808,American IPA,1.0590000000000002,5.9,79.96,7.61,60,1.124,25.0,extract
2844,American IPA,1.064,6.29,42.65,7.44,60,1.042,70.0,All Grain
2867,American Pale Ale,1.0590000000000002,5.78,42.42,11.8,60,1.048,65.0,All Grain
2868,American IPA,1.0659999999999998,7.52,47.02,8.41,90,1.052,72.0,All Grain
2872,American IPA,1.065,6.89,57.1,4.74,45,1.052,85.0,All Grain
2875,American IPA,1.0659999999999998,6.27,440.6,7.62,60,1.058,70.0,BIAB
2877,American Pale Ale,1.057,6.21,31.6,7.71,60,1.048,70.0,All Grain
2880,American IPA,1.051,5.14,34.68,5.42,60,1.043,60.0,All Grain
2886,American IPA,1.046,4.87,224.92,5.35,60,1.034,35.0,All Grain
2887,American Pale Ale,1.0490000000000002,5.24,40.45,8.73,60,1.041,70.0,BIAB
2899,American Pale Ale,1.065,6.13,40.76,8.7,60,1.046,70.0,BIAB
2906,American Pale Ale,1.06,5.64,51.87,6.91,60,1.045,80.0,All Grain
2910,American IPA,1.056,5.68,46.32,6.8,60,1.044,70.0,All Grain
2912,American Pale Ale,1.064,6.64,58.97,8.15,60,1.052,72.0,All Grain
2913,American IPA,1.075,7.32,109.09,5.98,60,1.057,70.0,All Grain
2915,American Pale Ale,1.061,6.04,127.85,11.62,60,1.051,75.0,All Grain
2920,American Pale Ale,1.06,6.34,36.62,7.49,60,1.035,66.0,All Grain
2928,American IPA,1.072,7.39,41.15,8.33,60,1.053,79.0,All Grain
2931,American IPA,1.062,5.86,63.06,15.71,60,1.103,35.0,extract
2937,American IPA,1.068,6.83,61.63,8.83,60,1.054,70.0,BIAB
2940,American IPA,1.07,7.22,75.21,3.74,60,1.0590000000000002,75.0,BIAB
2942,American IPA,1.065,6.89,90.65,7.9,60,1.048,70.0,All Grain
2943,American IPA,1.053,5.82,89.27,5.22,60,1.0390000000000001,63.0,All Grain
2945,American IPA,1.071,7.53,68.98,6.67,60,1.06,75.0,All Grain
2946,American IPA,1.065,7.09,71.32,6.16,60,1.051,75.0,BIAB
2951,American Pale Ale,1.054,5.62,44.76,4.79,60,1.0390000000000001,70.0,BIAB
2953,American IPA,1.06,6.05,59.57,8.41,60,1.05,70.0,All Grain
2964,American Pale Ale,1.052,4.84,38.45,7.86,60,1.041,70.0,All Grain
2968,American Pale Ale,1.0490000000000002,5.32,43.57,5.25,60,1.0390000000000001,77.0,All Grain
2976,American IPA,1.072,7.11,90.72,11.4,60,1.1440000000000001,35.0,extract
2978,American IPA,1.069,7.11,76.3,6.35,60,1.062,72.0,All Grain
2980,American IPA,1.065,6.53,61.97,7.24,60,1.065,35.0,extract
2999,American IPA,1.047,4.77,33.3,4.61,60,1.043,75.0,All Grain
3002,American IPA,1.067,7.14,92.18,7.54,60,1.054,30.0,extract
3008,American IPA,1.06,5.78,72.34,4.11,60,1.048,78.0,BIAB
3014,American IPA,1.07,6.84,276.64,5.81,90,1.051,75.0,All Grain
3015,American Pale Ale,1.055,5.78,38.0,10.24,60,1.042,80.0,All Grain
3020,American IPA,1.053,5.46,81.39,4.49,60,1.045,70.0,All Grain
3023,American IPA,1.07,7.07,71.61,6.83,60,1.117,35.0,extract
3025,American Pale Ale,1.057,5.75,57.71,6.56,90,1.034,75.0,BIAB
3031,American IPA,1.117,11.7,0.0,38.67,90,1.0859999999999999,82.0,All Grain
3038,American IPA,1.0390000000000001,3.72,36.61,9.47,60,1.031,70.0,All Grain
3041,American IPA,1.074,7.69,44.27,27.9,60,1.0590000000000002,73.0,All Grain
3044,American IPA,1.062,6.18,68.31,6.31,70,1.06,75.0,All Grain
3047,American IPA,1.071,6.75,113.69,15.03,60,1.053,70.0,BIAB
3049,American IPA,1.07,6.72,80.4,14.4,60,1.052,80.0,All Grain
3057,American IPA,1.054,5.3,64.16,7.95,45,1.099,35.0,extract
3066,American IPA,1.0390000000000001,3.82,27.59,6.71,60,1.03,70.0,All Grain
3070,American IPA,1.0590000000000002,5.72,51.04,10.48,60,1.05,68.0,All Grain
3075,American IPA,1.06,5.45,42.08,5.8,60,1.044,70.0,All Grain
3079,American IPA,1.055,5.17,40.79,10.59,30,1.091,35.0,extract
3081,American IPA,1.054,5.18,45.97,4.62,60,1.045,68.0,All Grain
3100,American IPA,1.058,5.49,79.54,6.35,60,1.046,65.0,All Grain
3101,American Pale Ale,1.055,5.42,33.65,5.93,60,1.0490000000000002,73.0,All Grain
3103,American IPA,1.058,5.83,43.57,11.19,60,1.05,70.0,All Grain
3107,American Pale Ale,1.057,6.02,62.78,4.35,60,1.046,71.0,All Grain
3112,American IPA,1.057,5.81,35.07,9.52,60,1.038,70.0,All Grain
3118,American Pale Ale,1.0490000000000002,5.32,45.01,7.73,60,1.045,65.0,Partial Mash
3120,American IPA,1.063,6.16,147.28,5.1,60,1.051,71.0,All Grain
3125,American IPA,1.0659999999999998,6.97,45.63,7.23,60,1.0490000000000002,70.0,All Grain
3126,American IPA,1.074,7.32,62.44,11.51,60,1.045,70.0,All Grain
3131,American IPA,1.06,6.47,80.37,8.42,60,1.044,70.0,All Grain
3132,American IPA,1.074,7.02,66.86,7.98,60,1.063,65.0,All Grain
3133,American Pale Ale,1.0590000000000002,5.95,50.39,5.33,75,1.0490000000000002,70.0,BIAB
3135,American IPA,1.054,5.81,46.03,5.36,60,1.0390000000000001,60.0,All Grain
3137,American IPA,1.062,5.97,74.91,9.83,60,1.043,71.0,All Grain
3139,American Pale Ale,1.071,7.59,60.25,8.05,60,1.058,70.0,All Grain
3146,American IPA,1.07,7.79,124.6,40.0,60,1.122,25.0,extract
3148,American IPA,1.083,9.49,0.0,5.01,60,1.057,65.0,All Grain
3151,American IPA,1.078,8.48,79.19,6.99,60,1.06,65.0,BIAB
3152,American Pale Ale,1.044,4.83,38.06,5.8,75,1.035,70.0,All Grain
3166,American IPA,1.077,8.1,116.84,8.76,90,1.046,70.0,All Grain
3170,American Pale Ale,1.057,5.7,43.71,5.92,60,1.042,70.0,All Grain
3180,American IPA,1.07,6.93,71.6,7.18,60,1.0590000000000002,70.0,All Grain
3181,American IPA,1.063,6.7,41.65,5.1,60,1.042,35.0,extract
3189,American Pale Ale,1.058,5.85,34.25,5.67,60,1.045,78.0,BIAB
3193,American Pale Ale,1.065,6.37,44.76,7.23,60,1.054,70.0,All Grain
3196,American IPA,1.072,7.86,43.11,5.03,60,1.0490000000000002,77.0,BIAB
3204,American IPA,1.067,7.26,73.04,7.97,90,1.052,70.0,All Grain
3205,American IPA,1.071,6.99,123.45,33.98,60,1.053,75.0,BIAB
3208,American Pale Ale,1.055,5.18,38.3,7.52,60,1.046,68.0,All Grain
3209,American Pale Ale,1.062,6.08,35.58,6.74,60,1.045,70.0,All Grain
3210,American IPA,1.072,7.05,67.02,8.14,60,1.064,75.0,All Grain
3211,American Pale Ale,1.054,5.67,66.89,5.94,60,1.042,71.0,BIAB
3214,American Pale Ale,1.051,5.09,48.92,40.0,90,1.041,75.0,All Grain
3221,American IPA,1.0759999999999998,9.14,82.53,4.81,60,1.063,75.0,All Grain
3238,American Pale Ale,1.0590000000000002,5.93,28.48,11.36,90,1.053,80.0,All Grain
3239,American Pale Ale,1.044,4.46,46.66,3.17,60,1.034,0.0,extract
3240,American IPA,1.058,6.27,68.73,6.37,60,1.0390000000000001,71.0,All Grain
3241,American IPA,1.062,6.12,74.49,5.7,90,1.041,70.0,All Grain
3243,American Pale Ale,1.07,7.34,36.83,7.24,60,1.051,86.0,All Grain
3250,American IPA,1.065,6.13,76.54,5.32,60,1.062,70.0,All Grain
3261,American Pale Ale,1.058,6.04,41.11,13.29,90,1.048,70.0,All Grain
3263,American Pale Ale,1.06,6.11,37.93,7.48,90,1.05,65.0,All Grain
3264,American IPA,1.07,7.07,86.37,7.08,90,1.052,70.0,All Grain
3266,American IPA,1.056,5.82,43.78,4.74,60,1.043,74.0,BIAB
3272,American Pale Ale,1.047,5.07,46.71,7.65,60,1.038,75.0,All Grain
3275,American Pale Ale,1.055,5.39,23.47,6.68,60,1.046,70.0,All Grain
3277,American Pale Ale,1.073,7.33,32.37,11.41,60,1.0490000000000002,70.0,All Grain
3282,American IPA,1.063,5.81,69.88,13.24,60,1.046,75.0,All Grain
3288,American IPA,1.064,6.36,58.88,12.47,90,1.052,65.0,All Grain
3289,American Pale Ale,1.045,4.22,54.04,12.94,60,1.0490000000000002,70.0,extract
3292,American Pale Ale,1.057,5.64,33.17,6.85,60,1.045,70.0,All Grain
3314,American IPA,1.058,5.49,71.73,4.8,60,1.056,70.0,All Grain
3322,American Pale Ale,1.055,5.41,70.46,7.63,60,1.04,70.0,All Grain
3330,American IPA,1.065,7.3,44.4,6.83,60,1.052,73.0,All Grain
3331,American IPA,1.0659999999999998,6.05,55.23,26.2,60,1.055,77.0,BIAB
3338,American IPA,1.0659999999999998,7.15,72.59,12.31,60,1.047,70.0,BIAB
3339,American IPA,1.074,7.69,56.07,5.16,60,1.0590000000000002,70.0,BIAB
3341,American IPA,1.064,6.03,41.87,11.66,60,1.047,60.0,All Grain
3342,American IPA,1.065,6.56,58.57,10.64,90,1.042,75.0,All Grain
3346,American IPA,1.063,7.0,90.68,6.08,60,1.056,72.0,All Grain
3347,American IPA,1.075,8.38,59.59,6.44,75,1.047,70.0,All Grain
3354,American IPA,1.0659999999999998,6.37,106.65,9.64,60,1.131,35.0,extract
3360,American IPA,1.065,6.51,110.65,5.33,90,1.048,65.0,All Grain
3375,American Pale Ale,1.057,5.76,59.23,3.81,60,1.042,75.0,All Grain
3378,American Pale Ale,1.065,7.09,2197.07,6.6,60,1.026,70.0,BIAB
3379,American IPA,1.06,5.87,48.85,3.91,60,1.06,35.0,extract
3380,American Pale Ale,1.07,7.0,55.34,5.97,90,1.052,80.0,All Grain
3383,American IPA,1.069,6.08,50.79,5.09,75,1.057,85.0,All Grain
3385,American IPA,1.069,6.8,48.81,7.53,60,1.045,35.0,extract
3397,American IPA,1.073,6.72,88.38,14.33,60,1.104,68.0,Partial Mash
3412,American Pale Ale,1.06,5.89,52.13,7.97,60,1.043,60.0,All Grain
3415,American IPA,1.054,5.86,63.53,35.2,60,1.051,88.0,All Grain
3422,American IPA,1.06,6.83,28.82,10.69,60,1.2009999999999998,35.0,Partial Mash
3425,American Pale Ale,1.05,5.08,27.12,7.9,60,1.04,70.0,All Grain
3436,American IPA,1.062,5.88,133.37,10.85,60,1.06,70.0,All Grain
3441,American IPA,1.0590000000000002,5.94,69.5,7.04,60,1.037,75.0,All Grain
3446,American IPA,1.071,7.58,84.65,6.23,60,1.051,70.0,All Grain
3453,American Pale Ale,1.052,5.33,37.23,6.46,70,1.047,70.0,All Grain
3458,American Pale Ale,1.05,5.0,24.85,9.05,60,1.038,75.0,All Grain
3461,American IPA,1.06,5.64,40.37,4.66,70,1.05,75.0,All Grain
3464,American IPA,1.064,6.77,55.33,7.51,60,1.054,75.0,All Grain
3478,American IPA,1.069,6.67,55.35,13.71,60,1.055,70.0,All Grain
3489,American IPA,1.058,5.19,0.0,6.48,0,1.1740000000000002,35.0,extract
3494,American IPA,1.063,6.57,64.04,9.45,75,1.0490000000000002,70.0,All Grain
3497,American IPA,1.068,6.9,34.1,4.8,60,1.056,80.0,All Grain
3507,American IPA,1.071,7.01,60.04,6.93,60,1.032,75.0,BIAB
3513,American IPA,1.064,5.79,78.84,9.02,90,1.052,75.0,All Grain
3516,American IPA,1.065,6.89,84.58,6.11,60,1.1079999999999999,35.0,extract
3517,American IPA,1.065,6.59,68.94,6.3,80,1.058,78.0,All Grain
3524,American IPA,1.087,8.43,545.14,8.56,70,1.065,81.0,BIAB
3526,American Pale Ale,1.063,6.48,40.34,7.35,75,1.0490000000000002,77.0,All Grain
3529,American IPA,1.06,5.89,66.58,5.54,60,1.05,76.0,All Grain
3531,American IPA,1.061,6.27,92.36,5.69,90,1.045,70.0,All Grain
3545,American IPA,1.073,6.99,124.61,4.7,90,1.058,70.0,All Grain
3551,American IPA,1.045,4.47,66.22,3.22,60,1.033,70.0,BIAB
3553,American IPA,1.068,7.31,121.6,6.64,60,1.057,70.0,BIAB
3557,American IPA,1.063,5.95,66.42,6.28,60,1.04,70.0,BIAB
3560,American Pale Ale,1.06,5.88,52.74,7.26,60,1.05,70.0,BIAB
3562,American IPA,1.065,6.65,114.24,4.19,90,1.053,70.0,All Grain
3566,American IPA,1.067,6.66,65.24,6.44,60,1.061,72.0,All Grain
3583,American IPA,1.053,5.04,71.91,5.02,60,1.047,75.0,BIAB
3603,American IPA,1.0659999999999998,6.44,68.54,11.17,60,1.056,75.0,Partial Mash
3608,American IPA,1.088,8.27,121.94,9.64,90,1.064,75.0,All Grain
3609,American IPA,1.064,6.67,63.12,6.7,60,1.054,70.0,All Grain
3614,American IPA,1.06,5.9,66.53,6.45,60,1.054,70.0,All Grain
3618,American IPA,1.062,5.99,60.49,5.85,60,1.062,65.0,All Grain
3620,American IPA,1.068,6.85,73.19,5.23,60,1.057,71.0,BIAB
3635,American IPA,1.07,7.52,53.51,5.79,60,1.056,65.0,All Grain
3636,American IPA,1.069,6.79,44.89,50.0,90,1.056,80.0,All Grain
3646,American IPA,1.069,6.78,54.97,10.49,60,1.047,70.0,All Grain
3655,American Pale Ale,1.058,6.67,2.29,32.49,60,1.047,80.0,All Grain
3659,American IPA,1.07,7.77,74.85,5.25,60,1.052,71.0,BIAB
3693,American IPA,1.074,7.28,74.15,9.46,60,1.0490000000000002,70.0,All Grain
3695,American IPA,1.055,5.59,65.46,4.97,35,1.028,75.0,extract
3698,American IPA,1.075,7.07,64.61,6.16,60,1.054,70.0,All Grain
3722,American IPA,1.055,5.82,97.67,8.96,60,1.091,35.0,extract
3727,American IPA,1.067,6.58,40.73,4.4,60,1.062,70.0,All Grain
3728,American IPA,1.0659999999999998,7.24,73.32,3.85,60,1.05,75.0,All Grain
3729,American IPA,1.07,7.05,68.3,10.8,90,1.055,70.0,All Grain
3735,American IPA,1.068,7.43,88.69,9.35,60,1.053,70.0,BIAB
3744,American IPA,1.078,8.94,127.86,8.2,60,1.0490000000000002,71.0,All Grain
3748,American IPA,1.056,6.14,50.65,5.91,60,1.056,74.0,All Grain
3751,American Pale Ale,1.051,5.26,46.61,4.76,60,1.037,70.0,All Grain
3753,American IPA,1.068,6.87,88.89,7.37,60,1.103,58.0,Partial Mash
3771,American IPA,1.088,9.91,97.25,8.58,75,1.061,75.0,All Grain
3775,American IPA,1.057,5.69,59.18,9.54,80,1.042,65.0,All Grain
3780,American Pale Ale,1.051,5.15,21.63,3.53,60,1.043,70.0,BIAB
3786,American IPA,1.072,6.78,110.1,10.21,60,1.12,35.0,extract
3788,American Pale Ale,1.065,6.6,137.53,7.28,60,1.043,70.0,All Grain
3794,American IPA,1.06,5.68,147.31,8.38,60,1.057,70.0,All Grain
3795,American IPA,1.0490000000000002,4.97,70.83,5.32,60,1.097,35.0,extract
3798,American IPA,1.07,6.87,68.03,10.8,60,1.056,70.0,All Grain
3804,American IPA,1.057,6.0,45.71,4.38,60,1.04,70.0,All Grain
3808,American IPA,1.063,6.3,86.57,6.45,60,1.115,35.0,extract
3815,American IPA,1.052,5.51,24.52,3.59,60,1.023,70.0,BIAB
3840,American IPA,1.069,7.0,92.07,8.84,60,1.055,75.0,All Grain
3844,American IPA,1.062,6.22,292.04,6.31,90,1.065,60.0,Partial Mash
3849,American IPA,1.07,7.21,64.95,6.27,70,1.0590000000000002,75.0,BIAB
3852,American IPA,1.063,6.79,36.25,6.48,60,1.045,70.0,All Grain
3857,American IPA,1.0659999999999998,6.8,66.6,33.72,60,1.043,68.0,All Grain
3858,American IPA,1.071,6.72,78.24,5.45,90,1.056,70.0,All Grain
3866,American IPA,1.0590000000000002,6.08,453.73,5.67,60,1.052,70.0,Partial Mash
3868,American Pale Ale,1.044,4.36,51.74,8.79,60,1.074,30.0,extract
3870,American IPA,1.0659999999999998,6.19,82.01,6.5,60,1.052,70.0,All Grain
3873,American Pale Ale,1.072,6.77,44.49,8.12,60,1.051,80.0,All Grain
3876,American IPA,1.07,6.63,153.81,6.59,60,1.051,70.0,All Grain
3879,American Pale Ale,1.056,6.09,28.23,7.67,60,1.051,65.0,All Grain
3880,American Pale Ale,1.0490000000000002,4.89,30.9,5.82,60,1.036,70.0,All Grain
3889,American IPA,1.058,5.45,62.36,10.5,60,1.045,65.0,All Grain
3898,American Pale Ale,1.057,5.77,58.24,8.33,60,1.042,35.0,extract
3902,American Pale Ale,1.037,3.51,58.09,5.13,60,1.034,78.0,All Grain
3903,American IPA,1.057,5.43,58.18,7.09,60,1.105,70.0,Partial Mash
3904,American IPA,1.084,9.16,120.76,9.74,70,1.062,78.0,All Grain
3910,American Pale Ale,1.067,6.55,38.71,5.56,60,1.091,35.0,extract
3911,American IPA,1.063,6.35,87.79,6.0,75,1.105,35.0,extract
3912,American IPA,1.067,6.59,91.65,9.46,90,1.048,70.0,BIAB
3916,American IPA,1.067,6.58,69.19,7.72,60,1.045,75.0,All Grain
3927,American IPA,1.063,5.97,55.68,8.94,60,1.053,75.0,All Grain
3928,American Pale Ale,1.045,5.19,4.56,7.25,75,1.038,70.0,BIAB
3936,American IPA,1.077,7.73,213.55,8.17,60,1.0390000000000001,35.0,extract
3941,American IPA,1.052,5.5,68.98,3.17,60,1.05,75.0,All Grain
3946,American IPA,1.048,5.03,32.69,9.67,60,1.034,70.0,BIAB
3948,American Pale Ale,1.0590000000000002,6.04,58.73,6.31,90,1.044,68.0,All Grain
3952,American Pale Ale,1.056,5.66,36.89,7.95,60,1.045,70.0,All Grain
3953,American IPA,1.055,5.18,7.82,5.25,50,1.192,35.0,extract
3955,American IPA,1.087,7.87,103.57,8.14,90,1.074,75.0,All Grain
3964,American IPA,1.057,6.08,59.45,6.78,60,1.048,25.0,extract
3970,American IPA,1.063,6.59,55.3,6.35,60,1.045,75.0,All Grain
3972,American Pale Ale,1.05,4.54,24.32,9.13,60,1.037,75.0,All Grain
3976,American IPA,1.0659999999999998,7.29,36.26,4.46,60,1.046,75.0,Partial Mash
3982,American IPA,1.055,5.5,46.1,7.66,60,1.042,58.0,All Grain
3987,American IPA,1.07,7.25,88.43,11.22,60,1.0590000000000002,68.0,All Grain
4000,American IPA,1.056,5.87,53.82,8.98,60,1.041,76.0,All Grain
4005,American IPA,1.053,5.04,117.85,5.86,60,1.051,70.0,All Grain
4007,American Pale Ale,1.036,3.4,61.17,9.14,60,1.026,70.0,All Grain
4009,American Pale Ale,1.057,5.11,35.12,11.6,70,1.038,70.0,BIAB
4013,American IPA,1.058,6.1,100.62,4.79,60,1.046,78.0,BIAB
4028,American IPA,1.064,6.31,64.57,8.24,60,1.0490000000000002,79.0,All Grain
4036,American IPA,1.057,5.38,90.96,29.83,60,1.067,35.0,extract
4053,American Pale Ale,1.032,3.06,17.47,5.9,60,1.026,77.0,BIAB
4054,American IPA,1.063,6.19,75.08,11.15,60,1.058,35.0,extract
4061,American Pale Ale,1.051,5.52,38.58,5.66,60,1.044,70.0,BIAB
4074,American Pale Ale,1.052,5.58,32.26,7.81,60,1.041,70.0,All Grain
4075,American IPA,1.061,6.0,41.39,6.95,60,1.052,75.0,All Grain
4078,American IPA,1.065,6.38,388.65,6.31,60,1.054,75.0,All Grain
4081,American IPA,1.065,6.13,55.05,5.78,60,1.055,80.0,BIAB
4089,American IPA,1.077,7.31,107.19,4.35,60,1.077,25.0,extract
4093,American IPA,1.079,7.73,49.35,13.64,60,1.057,39.5,All Grain
4099,American IPA,1.056,5.34,55.9,4.58,60,1.081,35.0,extract
4102,American IPA,1.065,7.08,64.09,5.52,60,1.054,74.0,All Grain
4107,American IPA,1.069,7.51,87.42,4.77,60,1.06,75.0,All Grain
4108,American IPA,1.063,6.32,33.03,8.94,60,1.052,89.0,BIAB
4115,American IPA,1.065,6.85,75.16,6.89,90,1.056,74.0,All Grain
